income,debt,age,loan_amount,payment_history,credit_score,credit_utilization,num_credit_lines,late_payments,employment_length,default
40191.01,6936.66,55,7345.58,1,781.9,0.1884,4,1,9,1
21020.73,7083.32,58,6783.94,10,756.4,0.7869,6,0,2,0
44289.18,18433.6,23,6274.45,9,693.0,0.0677,7,2,6,0
37428.7,12710.49,45,9312.96,3,719.5,0.6711,9,2,28,0
18933.23,3568.74,42,10368.1,1,633.7,0.222,8,1,28,0
35397.68,17371.32,45,9127.21,7,830.0,0.1739,7,1,4,0
34896.27,3653.0,29,3995.17,7,850.0,0.2812,4,0,17,0
89212.87,6893.4,43,4449.93,6,713.2,0.6299,6,0,7,0
56789.5,34412.56,27,10294.13,2,850.0,0.2524,7,1,17,0
36523.92,47926.09,67,19594.5,10,645.6,0.4648,5,1,19,1
41125.91,5704.67,49,8879.04,5,599.9,0.0597,2,0,0,0
37127.24,10608.66,22,6329.64,8,643.2,0.0491,4,0,28,0
32811.78,13764.33,45,9270.61,9,682.4,0.4502,5,1,27,0
21137.13,46483.79,66,4096.58,6,850.0,0.177,4,0,28,0
33673.76,9461.55,57,17771.76,1,677.5,0.2546,8,1,14,0
25008.0,9568.02,34,9063.01,9,631.2,0.6466,4,1,21,1
19435.22,39502.05,64,5422.57,7,628.1,0.2126,6,0,29,0
46892.4,10276.83,30,7331.41,9,791.2,0.4275,5,1,5,0
44162.55,22148.86,33,5906.32,7,779.8,0.178,3,1,5,0
14863.24,4750.48,28,17800.86,10,661.2,0.2876,3,2,24,0
34154.78,11850.64,66,7177.14,9,549.9,0.0625,3,0,9,0
59745.59,4180.9,56,8894.78,3,609.7,0.4915,4,0,5,0
61673.64,6381.74,46,11432.73,2,837.7,0.4826,5,0,6,0
60652.64,24039.2,53,5195.46,2,755.1,0.494,5,1,20,0
37029.0,12901.08,33,9101.78,8,705.2,0.0677,6,1,11,0
23800.87,10685.32,24,9553.49,3,849.5,0.4121,3,0,9,0
21123.69,7909.94,62,3189.29,5,850.0,0.4448,3,1,29,0
43144.16,11447.66,68,9429.68,8,697.1,0.1206,5,2,29,0
43898.7,16494.45,22,7883.62,5,698.6,0.3586,4,3,12,1
69124.57,26583.38,23,8760.25,1,653.4,0.3672,3,0,6,0
62943.31,2126.85,48,8278.18,4,677.2,0.0169,3,1,24,0
33992.18,7463.41,23,9466.38,1,581.1,0.1726,7,0,22,0
19494.68,14933.58,56,18077.19,4,580.8,0.2539,4,3,22,1
30959.86,12466.44,67,3992.99,8,562.2,0.1166,6,0,6,0
40482.12,17718.48,34,6599.23,6,786.7,0.0496,5,0,8,0
32825.42,16111.33,35,12088.03,7,575.1,0.3067,7,1,2,0
27202.19,10792.35,63,10813.55,2,850.0,0.0678,5,1,17,0
41210.25,9239.13,38,10674.82,8,641.6,0.1943,3,0,1,0
28226.63,11250.29,32,42283.25,5,839.0,0.6575,2,0,25,0
26528.29,29855.36,25,11713.31,3,670.8,0.0503,3,0,9,1
42434.9,8003.18,62,15971.52,7,574.7,0.3681,5,4,18,0
29703.01,12785.09,66,6739.61,2,802.7,0.1796,6,0,4,0
41029.73,15189.19,24,4466.02,5,812.1,0.1556,3,1,7,0
41631.07,39824.82,60,6710.37,5,627.5,0.337,5,2,8,1
20543.2,10826.85,28,12421.4,2,673.5,0.1636,7,0,25,0
28549.06,26138.5,27,10343.33,10,627.5,0.2855,6,0,29,0
74524.89,31646.59,39,10321.15,4,690.4,0.507,4,0,16,0
20311.86,12776.62,42,7125.2,1,708.6,0.6113,4,0,3,0
12602.78,11527.57,62,6475.09,5,671.9,0.3586,5,1,29,0
14315.2,10611.17,55,7274.17,10,554.5,0.3383,5,2,8,1
36847.94,11169.3,28,12515.03,7,653.5,0.2222,2,0,19,0
36881.25,24293.59,49,13419.13,7,756.3,0.1801,5,0,6,0
34241.53,15704.57,63,4430.44,10,683.3,0.1548,6,1,13,0
66642.31,15751.69,53,12802.63,1,673.8,0.1127,2,0,1,0
9543.19,6077.47,32,5483.88,6,625.5,0.2292,4,0,13,0
44265.77,6786.95,27,10735.95,4,651.2,0.0935,2,0,20,0
79278.25,59898.86,43,7221.52,7,812.7,0.2586,6,0,26,0
20663.2,11796.07,44,20732.82,9,608.8,0.2708,8,1,28,0
30034.34,7767.16,38,6305.36,1,757.7,0.1244,5,0,29,0
24923.19,36379.82,26,9019.71,2,703.8,0.1849,5,1,29,1
23221.34,16273.06,26,11660.42,10,719.6,0.1533,5,1,12,0
30849.29,20024.43,46,4796.42,5,641.4,0.3119,7,1,7,1
74142.38,12129.15,67,7756.49,4,671.9,0.4159,2,2,4,0
91007.15,10688.56,50,6905.33,2,699.5,0.1844,5,0,4,0
30700.38,11864.3,42,5953.37,4,658.3,0.2368,10,1,1,0
94139.23,5075.01,66,6223.99,1,726.5,0.3182,5,1,21,0
36967.27,12562.24,54,15791.21,3,736.6,0.0663,4,0,9,0
87277.29,16435.9,56,5658.25,2,850.0,0.3722,5,1,15,0
34660.32,48792.13,49,11382.64,1,722.3,0.1055,4,0,10,0
38774.92,14188.67,58,9786.48,10,547.0,0.0616,10,0,16,0
43596.72,2607.31,45,3504.53,8,793.0,0.2369,2,1,12,0
177980.07,12509.08,51,11064.55,10,683.7,0.4973,4,1,17,0
55583.56,90912.51,51,3469.94,3,850.0,0.2303,5,0,4,0
25498.32,24500.69,57,11811.81,3,817.7,0.1949,4,0,27,0
58953.19,7573.25,65,5977.07,3,659.6,0.4751,6,0,14,0
30305.48,20206.8,35,8143.87,6,757.8,0.1665,5,0,20,0
28427.86,7947.32,55,3727.27,2,652.5,0.1566,5,4,28,1
57199.51,5178.83,22,8720.48,3,700.2,0.1049,5,1,2,0
36884.36,10468.66,47,14131.62,10,754.1,0.3539,3,2,6,0
41743.04,14243.68,65,4993.14,4,789.0,0.5056,2,1,16,0
36570.33,3602.89,52,5629.07,8,771.6,0.6586,5,1,20,0
42971.46,5976.49,34,10644.22,3,706.0,0.2742,3,0,14,0
44913.02,13456.73,50,10805.07,10,850.0,0.1177,6,1,1,0
13787.48,10039.46,38,1880.88,7,670.8,0.2949,3,1,20,0
50679.98,17612.57,42,27153.03,9,571.4,0.1527,6,1,19,0
22225.38,5708.62,32,11127.02,6,586.8,0.5306,7,0,0,1
17656.34,22023.81,51,12309.8,10,817.9,0.2084,7,0,28,0
35270.22,5833.48,30,7434.42,4,693.9,0.2349,2,1,26,1
37872.88,42188.97,42,2661.88,5,712.7,0.4133,6,2,8,1
25674.33,4019.73,67,12146.95,1,656.6,0.251,5,1,18,0
55023.52,6218.05,58,5772.65,2,663.8,0.5217,4,3,24,1
18562.75,17892.91,41,11230.17,8,637.0,0.248,8,0,13,0
29629.57,42828.68,68,7106.17,4,737.7,0.5148,7,1,2,1
27107.42,16656.07,21,9347.12,2,692.2,0.3275,5,0,12,0
35479.36,19811.16,68,5089.84,3,734.8,0.3678,2,1,10,0
41749.06,13524.74,38,13611.0,4,727.2,0.6821,10,0,24,0
21939.71,6512.78,61,3971.79,8,665.9,0.0726,4,0,0,0
52163.66,9479.65,67,31174.06,1,583.3,0.1353,5,1,28,0
37477.69,5719.65,50,31031.84,1,576.3,0.2161,2,3,10,1
14101.36,5458.36,50,21582.1,8,850.0,0.339,3,1,11,0
13639.21,17698.31,57,17418.49,2,818.3,0.3367,7,1,9,0
36092.5,6086.18,32,7702.27,5,807.2,0.0509,6,0,0,0
32516.94,16708.75,29,16316.43,7,646.0,0.1438,5,1,20,0
34485.35,5370.76,37,7648.72,6,700.8,0.3107,8,0,22,0
35810.94,16439.93,44,3190.36,2,634.8,0.4039,4,1,8,1
40651.05,9489.32,57,19968.69,8,595.0,0.4038,5,0,3,1
58327.26,35761.63,33,15951.29,1,652.9,0.1662,7,1,24,1
20836.21,16757.53,48,7952.14,3,806.1,0.07,4,2,20,0
20211.65,31730.96,21,3885.04,2,767.3,0.321,6,1,8,0
21022.28,7871.84,22,5700.33,6,622.4,0.16,5,0,20,0
41959.42,13895.22,68,2717.08,7,674.8,0.3762,4,0,6,0
67675.11,6722.66,62,14286.19,7,759.9,0.0661,8,1,19,0
29270.35,10001.36,63,3096.46,2,654.3,0.6032,4,1,14,1
10395.73,11120.29,37,9624.8,4,706.4,0.086,3,2,5,0
15490.83,8037.71,46,4884.31,2,732.1,0.1891,5,0,19,0
23944.21,5705.28,54,3442.59,4,731.3,0.1111,8,2,5,0
27477.85,4966.83,33,9348.89,3,720.3,0.4256,2,1,26,0
29608.17,2597.17,57,6632.39,8,647.7,0.277,4,0,3,0
37022.85,6377.67,54,13398.71,8,655.9,0.1863,3,0,24,0
31074.0,20728.1,40,3787.41,9,609.3,0.2649,2,2,8,0
61369.6,4363.59,42,5144.13,3,575.1,0.2229,5,1,15,1
25899.82,5127.2,36,1934.13,1,690.8,0.2124,4,0,25,0
23596.2,46799.56,60,2185.05,1,765.3,0.1463,8,1,29,0
46140.1,8556.55,69,23835.12,9,589.6,0.4456,4,3,14,1
16851.23,16726.21,69,28287.04,10,721.8,0.0719,7,1,8,0
44127.83,20944.3,58,8566.68,3,762.8,0.2798,4,1,22,0
38226.21,21242.69,38,4942.88,9,553.1,0.0942,6,1,29,0
33734.58,4602.62,59,6774.57,6,678.4,0.7196,3,0,8,1
80349.25,11364.6,32,13686.22,2,831.7,0.2492,3,0,11,0
26606.11,4303.75,64,5951.31,4,744.2,0.3594,6,2,24,0
101737.28,74044.57,34,9344.85,3,550.4,0.0718,4,2,7,1
32444.44,4374.67,40,8041.3,8,752.7,0.0726,4,1,16,0
19177.48,6415.75,25,5760.11,2,640.2,0.3381,7,1,11,0
37607.54,6448.35,24,5909.31,2,755.3,0.1465,9,1,15,0
21202.56,4686.01,40,9662.35,8,644.8,0.3949,3,2,17,0
24937.35,34434.55,47,4509.16,4,695.8,0.2223,7,0,15,0
44290.11,72817.64,21,10625.77,3,657.0,0.0949,4,0,14,1
47944.1,9575.62,62,6106.16,9,700.3,0.4035,7,1,11,0
26606.64,5301.28,26,8746.6,10,654.6,0.4493,5,0,1,0
59498.27,2790.99,69,18589.97,6,682.1,0.3643,5,0,23,0
64780.11,11261.26,34,7325.27,9,606.0,0.409,6,1,10,0
74469.94,10705.84,39,14071.16,9,739.3,0.1627,6,0,2,0
47320.87,8468.36,28,2764.96,6,714.0,0.1167,4,1,14,0
71805.36,15599.01,61,6110.61,9,570.7,0.1344,5,1,24,0
14180.18,17617.03,56,8238.83,1,779.4,0.1989,6,0,19,0
30978.44,16750.08,24,25693.63,1,685.9,0.537,6,1,17,1
23540.96,10707.64,26,2499.96,9,712.9,0.2716,2,0,28,0
38546.2,6178.71,50,7648.57,2,761.2,0.3587,6,1,20,0
27289.99,21291.92,63,19419.12,8,726.3,0.35,4,2,28,1
33420.38,13477.27,26,5059.32,5,793.2,0.0686,5,0,26,0
93068.16,24880.76,31,7131.64,8,676.5,0.3148,4,1,15,0
33360.91,23226.59,47,9887.67,7,782.8,0.0477,7,1,2,0
44662.8,4938.25,26,9051.68,1,709.8,0.3015,3,1,17,0
32333.7,4895.37,35,20732.59,4,740.6,0.3582,4,1,28,0
37716.64,7872.43,21,10605.04,8,732.3,0.1729,3,1,20,0
36424.92,6378.03,45,17973.68,10,799.3,0.0515,3,0,6,0
45440.64,22667.25,56,6528.91,9,757.7,0.1691,4,1,25,0
65033.24,17084.33,41,5196.21,9,664.6,0.3834,4,0,25,0
82759.74,28837.41,33,7076.72,10,648.7,0.1796,4,3,22,0
42396.03,17633.24,41,4042.17,9,696.0,0.0118,4,0,4,0
48765.26,15460.67,45,10830.34,6,639.2,0.2845,5,2,21,0
20426.08,30940.18,29,6428.35,4,615.8,0.4177,8,0,25,0
34754.41,18560.84,26,5414.99,6,529.8,0.1029,3,0,13,0
58113.0,14012.02,29,10929.22,8,576.1,0.4489,2,1,20,0
55993.13,37658.62,69,4079.67,5,850.0,0.2004,12,0,26,0
40368.49,14481.49,56,12865.46,9,647.5,0.5301,4,1,22,1
56567.9,10796.33,27,6081.44,8,850.0,0.4117,5,0,19,0
46415.25,7431.8,35,16243.66,3,732.3,0.3751,3,1,12,0
66181.29,21853.53,41,6401.95,10,696.0,0.2524,2,0,4,0
41968.71,31759.13,29,11838.9,9,580.0,0.2645,4,0,8,0
30398.57,12894.92,62,9024.85,6,700.4,0.3294,2,0,17,0
42955.53,33374.28,67,12661.75,2,850.0,0.2652,6,2,22,0
8389.22,3364.35,32,8655.65,3,824.6,0.1447,7,2,9,1
43977.92,12851.07,21,2986.81,9,721.9,0.4037,5,1,11,1
5859.35,12989.98,34,14842.89,1,608.1,0.4546,3,2,6,1
15340.76,8031.32,49,7687.8,5,623.4,0.0541,4,4,10,1
45518.96,70877.1,60,13013.07,7,631.8,0.2863,4,1,19,0
46109.06,12754.83,37,12260.62,3,802.3,0.424,9,2,0,0
20308.31,10042.57,34,5095.04,9,830.5,0.3544,3,0,19,0
25436.72,13604.74,33,4680.32,6,715.7,0.2963,2,0,1,0
72061.16,3287.99,21,12006.62,1,675.8,0.3368,5,1,28,0
28509.28,7848.62,21,6755.08,4,823.9,0.1429,7,3,22,1
111464.36,26589.4,41,14212.22,4,621.7,0.7302,6,0,29,0
36280.66,8601.9,51,7281.41,3,704.1,0.092,5,2,11,0
44534.44,7478.5,21,14973.63,10,737.0,0.1607,2,1,12,0
81506.43,33411.92,30,10446.09,4,631.0,0.3411,4,0,14,1
38774.32,34138.4,65,9631.41,6,649.1,0.2598,2,2,5,1
22000.67,19185.18,69,6474.28,6,642.9,0.6183,4,0,21,0
34376.77,9714.92,52,9315.7,3,813.3,0.1467,4,0,4,0
35674.61,11297.88,46,16576.01,6,850.0,0.1641,6,0,25,0
18354.48,7609.06,49,7843.74,4,709.2,0.1162,8,0,29,0
31955.0,6658.56,39,11144.54,1,678.5,0.5235,6,0,7,0
25056.89,6431.15,30,8331.64,5,652.0,0.1258,8,4,11,1
57651.92,8667.73,39,8732.11,6,700.1,0.4931,9,2,1,1
36949.45,6474.94,55,22789.3,2,656.0,0.3858,4,0,10,0
31527.08,4471.17,53,16664.53,8,692.2,0.2137,2,0,6,0
34437.76,15577.48,54,8498.48,7,733.1,0.1974,5,2,18,1
40601.53,15744.04,50,9215.78,4,667.6,0.266,5,1,23,0
49434.66,43938.88,23,5318.13,6,684.8,0.3666,6,1,1,1
22029.64,8367.94,51,7304.29,4,685.2,0.4619,2,3,5,1
21573.18,16436.68,64,9756.01,7,674.6,0.4445,2,0,19,1
63091.39,16628.92,52,13498.96,2,664.7,0.1584,3,2,13,0
29549.78,11184.83,49,12702.23,7,761.0,0.5837,3,0,26,0
17882.52,22494.67,31,4164.89,1,558.3,0.2124,9,0,23,0
45338.25,22986.46,59,14562.28,1,825.9,0.4482,6,1,21,0
45783.77,16800.9,43,7682.77,3,710.8,0.2175,4,0,29,0
16892.79,11170.73,33,4481.91,2,748.8,0.3889,7,1,12,0
40730.84,10401.75,45,18066.79,5,758.0,0.5666,2,1,19,0
52459.23,5128.52,26,19496.05,2,643.4,0.3591,8,0,3,0
43791.42,7599.65,66,9492.41,3,626.9,0.6154,4,1,2,0
49810.98,8643.78,55,12397.82,1,617.4,0.0825,5,0,7,0
17995.29,6082.8,37,12841.91,9,680.2,0.2236,12,0,8,1
42852.53,18177.63,59,18722.16,8,755.9,0.1916,6,1,7,0
31216.13,30873.07,23,12542.04,3,653.3,0.4909,9,2,20,1
28526.96,7075.24,39,3653.3,2,748.6,0.3432,2,0,11,0
56121.7,16291.67,52,27061.97,9,510.6,0.1968,2,2,21,1
76087.35,6477.71,22,15358.04,7,669.2,0.227,4,0,4,0
89070.64,10791.94,55,5968.71,9,793.4,0.6815,3,0,10,0
70080.79,8240.11,61,4368.72,2,686.3,0.1978,6,1,17,0
34376.65,20359.99,50,10969.65,4,633.7,0.2648,5,1,29,0
43319.58,8306.95,31,6857.13,2,647.5,0.0707,6,1,10,0
53285.07,27123.68,57,9877.33,5,457.8,0.5145,5,1,17,1
38583.85,11248.56,37,12657.99,2,619.1,0.3029,4,0,14,0
38769.23,8478.4,57,5768.31,1,784.6,0.2073,4,0,0,0
54823.63,5556.29,51,4147.81,6,653.4,0.1648,5,2,8,0
35254.86,15950.46,25,10213.76,10,662.8,0.2667,6,0,8,0
25219.09,25000.54,25,5883.85,7,513.5,0.3258,2,0,13,1
29518.23,16176.66,21,8845.44,8,569.5,0.0246,7,0,5,0
49859.04,64034.81,24,3619.18,9,795.2,0.2111,3,1,21,1
36369.89,36346.43,35,6965.26,10,749.4,0.3441,2,1,14,0
43049.46,10772.27,22,12443.72,2,596.2,0.3324,8,2,2,1
50768.92,10693.39,66,11655.8,3,649.6,0.3473,7,0,10,0
30109.0,18560.44,65,5049.2,7,697.7,0.4586,6,0,15,0
53004.08,7430.78,29,4020.02,9,604.3,0.2749,3,0,6,0
43889.1,30224.31,36,8180.09,8,539.7,0.0596,5,0,18,0
19586.45,17207.84,57,11345.99,8,687.3,0.4177,4,1,22,0
74693.8,15986.84,53,10333.07,4,745.8,0.1264,9,1,20,0
28272.01,21609.05,49,5959.27,4,747.3,0.3557,2,0,20,0
15874.23,44621.94,69,9688.5,1,770.0,0.126,6,0,27,0
21535.93,15058.06,51,19958.56,4,575.7,0.3024,4,0,15,0
21795.91,12343.34,53,9164.45,2,704.6,0.2437,5,0,23,0
37275.32,38411.18,45,3041.52,10,678.5,0.5032,6,2,10,0
31668.4,26298.98,46,9153.76,1,693.0,0.2167,8,0,22,0
30686.68,10671.31,35,27622.18,4,683.1,0.3572,5,1,17,0
49506.09,13408.32,46,3742.71,9,647.2,0.6628,4,0,26,0
43042.26,15317.74,65,8248.9,10,458.6,0.4099,4,2,2,1
42532.51,17210.4,39,7074.12,4,792.9,0.1542,2,1,27,0
44574.37,5168.72,27,8582.92,5,726.4,0.1182,6,1,6,0
49417.87,4538.09,50,9104.75,6,581.3,0.2216,6,2,25,1
12657.73,7178.37,59,16058.33,9,737.9,0.5425,8,1,11,0
30266.02,6800.04,67,8525.95,8,664.2,0.1116,6,1,18,0
12208.59,8512.77,47,17437.11,6,666.5,0.1845,5,0,10,0
36976.21,20833.08,59,7550.78,4,638.5,0.4136,4,1,25,1
36231.48,11869.76,33,6567.69,4,743.0,0.1626,8,0,21,0
61252.88,15328.61,41,5423.47,7,636.0,0.2529,5,2,9,0
65763.3,5670.25,41,2723.7,9,612.3,0.1387,6,1,3,0
40190.56,9670.65,37,9561.2,1,790.5,0.6067,2,2,28,1
28277.44,20152.43,56,27789.13,8,685.7,0.547,6,1,29,1
46285.34,20261.28,64,10667.33,5,688.2,0.328,7,0,5,0
27890.49,8044.94,37,12234.91,2,755.4,0.1321,7,1,9,0
36290.22,14960.43,27,6324.47,1,646.6,0.523,7,1,6,1
59460.54,62267.41,61,6998.14,4,662.5,0.0396,3,1,6,1
27477.27,13196.16,62,14629.35,3,724.5,0.1021,6,1,4,0
54330.41,8223.65,66,27043.88,2,576.7,0.2519,6,1,21,0
50955.13,11829.67,33,19786.77,3,717.7,0.1411,5,1,23,0
22530.02,14250.17,56,13136.46,9,639.5,0.4538,9,0,18,0
59097.69,12018.26,56,8275.8,8,768.4,0.0542,1,1,13,0
51497.22,13069.7,59,9189.63,3,743.7,0.1095,4,0,29,0
38214.22,4863.86,60,5155.89,7,733.2,0.3172,7,1,22,0
24805.94,6810.08,67,3398.53,5,571.4,0.1707,6,1,1,0
23632.94,12033.69,44,4121.29,8,691.7,0.0504,4,0,15,0
27754.93,11900.22,24,8348.86,3,605.8,0.3275,4,0,5,1
47633.77,8988.2,30,6800.86,1,697.1,0.1325,3,1,12,0
22520.64,11802.78,64,3355.43,4,514.8,0.4675,5,1,11,1
45195.65,13942.69,62,7923.64,10,576.7,0.4121,8,2,26,1
19518.58,24899.16,21,6693.83,6,795.1,0.2047,6,0,24,0
32792.85,12463.4,39,4008.97,1,729.5,0.2455,7,1,12,0
38362.05,17665.56,33,6489.19,10,671.7,0.2429,3,1,23,0
123323.35,9144.24,36,6683.71,9,627.3,0.3714,5,0,18,0
18239.45,19939.68,52,5597.18,6,613.3,0.3918,5,1,16,1
75811.65,17378.88,45,14129.25,8,716.0,0.3126,8,1,25,0
39140.82,24491.27,44,2587.01,2,672.5,0.2227,2,0,18,0
44604.32,22013.75,42,2461.49,6,823.7,0.4856,6,0,6,0
38529.29,20173.29,52,8119.07,10,685.2,0.4643,7,1,11,1
45358.98,12470.33,54,8584.18,5,704.7,0.3832,4,0,12,0
33629.45,15858.45,23,10327.12,1,588.9,0.037,3,0,25,0
75133.75,28126.18,27,5864.17,8,671.1,0.2967,4,1,4,0
28904.84,8463.75,37,4671.55,8,714.2,0.1898,5,1,14,0
63966.66,8605.14,42,8067.59,8,670.2,0.253,5,0,16,0
26312.95,15168.89,69,6217.06,7,661.1,0.1113,3,0,28,0
35237.78,17866.73,64,20550.55,2,726.2,0.4767,6,0,23,0
21248.01,7503.5,52,6670.59,2,821.2,0.0735,9,2,7,1
45593.11,12678.54,22,7848.59,8,711.6,0.1971,7,2,1,0
74799.24,12508.96,25,35783.81,9,791.5,0.1232,7,0,3,0
34937.71,2833.6,43,7209.42,1,749.7,0.1061,8,3,1,0
32910.83,11456.18,49,11312.85,6,786.7,0.4901,8,0,12,0
20799.65,11966.63,53,11941.63,6,651.2,0.3589,6,3,22,1
32381.86,11941.74,27,12567.14,4,683.4,0.4901,5,0,19,0
16376.5,35995.17,64,9640.15,7,683.8,0.119,4,1,21,1
23007.17,5704.1,45,9102.5,10,743.7,0.2858,6,0,15,0
40675.98,7500.79,50,8605.88,9,763.4,0.4504,2,2,12,0
70228.3,2146.22,22,5735.35,2,710.0,0.0824,4,0,24,0
147946.42,9541.05,61,9850.83,5,770.1,0.1079,1,0,10,0
27084.24,10127.9,47,27369.58,10,654.9,0.2465,2,0,17,0
74432.66,9348.92,31,16754.28,3,770.8,0.2523,4,1,8,0
41022.51,29009.37,36,9723.99,9,781.3,0.0158,6,1,10,0
33670.46,24402.29,38,13541.28,5,754.2,0.0366,6,1,1,0
45084.66,14108.03,22,4810.2,6,710.7,0.5509,2,2,18,0
37457.35,10306.92,67,6930.54,3,757.1,0.0408,3,0,15,0
38376.4,27400.94,60,14309.94,10,628.5,0.1185,4,1,9,0
29608.99,13176.23,64,19777.5,6,715.9,0.309,4,2,18,0
18050.8,7534.22,38,5102.47,6,724.0,0.1823,5,1,3,0
16784.1,4018.35,48,6062.31,5,593.6,0.1311,7,1,25,1
50343.38,9809.24,43,29996.18,1,738.0,0.0806,9,2,0,0
31623.32,22657.6,44,8584.87,8,600.1,0.3122,5,3,16,1
26955.85,65747.51,49,24197.8,4,665.8,0.6468,5,3,8,1
36470.27,13948.5,43,9173.87,3,703.2,0.0075,4,0,4,0
54039.26,7818.52,58,9392.89,8,641.5,0.2178,2,0,5,0
39742.72,5828.55,23,6746.0,2,706.6,0.6509,5,1,9,0
26159.63,19660.53,30,14264.56,7,705.3,0.4211,2,0,18,0
67046.82,3884.57,64,18300.19,5,634.4,0.2297,5,3,23,1
79984.87,19638.39,64,4354.65,8,745.4,0.1504,6,0,27,0
46503.29,23680.28,61,6558.58,1,638.9,0.311,3,0,18,0
59090.87,18131.31,39,14031.32,8,850.0,0.0556,3,1,14,0
67574.1,11455.63,43,7497.09,3,691.2,0.3947,9,1,23,0
63898.4,19840.06,22,6026.78,9,606.3,0.5213,5,0,24,0
49367.6,15057.88,34,14849.56,4,621.3,0.6044,7,2,12,1
48980.3,7748.96,56,15710.3,1,791.8,0.1522,3,0,12,0
47090.68,48790.39,37,6187.06,5,667.3,0.5529,5,1,2,1
20980.13,10444.43,44,9204.24,1,590.9,0.5794,4,0,0,0
51552.79,22994.87,27,3924.19,3,768.3,0.3842,3,0,26,0
18436.6,2457.67,45,4734.88,8,666.8,0.1962,3,0,25,0
24408.83,32647.7,56,8729.81,6,752.3,0.3044,7,1,10,1
69687.94,37351.73,49,8257.23,8,774.8,0.1199,5,2,28,1
55276.88,13641.66,48,4536.33,9,722.0,0.2784,4,1,2,0
76397.03,19754.56,65,5273.32,5,850.0,0.0941,4,1,28,0
31702.88,19751.02,32,4276.86,6,562.0,0.2869,6,1,17,0
20411.95,8518.98,35,10647.03,1,634.6,0.1665,6,1,15,0
32201.92,19594.14,51,2488.45,3,679.5,0.1956,6,0,22,0
38216.23,7585.23,44,4416.28,8,850.0,0.2553,3,1,6,0
37778.46,8724.32,68,2649.79,1,843.8,0.2616,4,0,14,0
64012.92,29403.24,23,10419.27,4,803.1,0.2813,4,1,6,0
30314.0,26430.14,26,2747.26,2,636.5,0.2149,4,0,18,0
43304.73,8148.08,37,8258.82,9,645.8,0.0353,4,0,12,0
22152.07,7994.4,43,21670.66,6,633.7,0.2689,5,0,12,1
45485.94,8502.22,64,22116.08,7,637.3,0.0997,6,1,22,0
36371.99,22311.28,45,2742.03,7,819.4,0.335,1,1,24,0
24961.59,6634.31,42,9691.9,3,680.5,0.2335,3,0,25,0
32276.2,17149.06,29,4476.59,1,691.1,0.4891,4,1,23,1
33120.65,22534.28,42,3960.47,4,762.0,0.3035,3,0,5,1
31726.97,12559.44,47,7569.77,2,566.9,0.4899,4,3,21,1
88050.93,27093.38,49,16932.24,4,704.2,0.2561,6,1,21,0
34571.23,10796.56,50,11612.01,4,612.3,0.1012,5,0,0,0
32146.28,11502.29,42,5275.96,8,676.4,0.3477,2,1,5,0
12724.37,6740.76,28,12369.89,4,653.1,0.5705,4,1,15,1
23222.95,27228.63,28,2108.59,2,649.0,0.5488,4,0,9,0
31839.51,7812.15,28,5157.63,10,718.0,0.5153,9,0,23,0
25772.77,17065.95,51,4942.69,1,717.7,0.5169,7,0,23,0
72464.63,12709.17,62,8492.96,3,682.4,0.091,5,1,7,0
33440.77,6393.59,64,7174.61,4,729.7,0.0144,5,0,0,0
69163.06,8722.21,36,7443.66,1,630.5,0.5727,7,1,7,1
37453.38,35172.18,24,7296.63,9,754.5,0.0991,6,0,27,0
36997.81,15385.18,51,8212.76,4,683.5,0.4519,5,2,27,1
34738.43,6591.89,22,11204.59,8,661.3,0.0992,6,1,15,0
36384.5,16543.19,51,8862.63,2,636.4,0.0956,3,1,25,0
85767.68,12060.85,39,6832.11,6,680.7,0.1125,6,1,16,0
11386.62,149916.31,62,10311.85,2,849.7,0.0733,1,1,29,1
13349.41,16310.86,51,13302.06,3,694.9,0.4969,7,1,4,1
27678.59,10234.94,57,5804.48,5,608.4,0.4189,5,0,14,0
36580.26,36098.97,40,7819.36,9,773.5,0.3695,5,0,5,0
51279.8,3682.23,62,16271.07,4,662.2,0.09,6,0,3,0
46006.76,14271.56,46,4181.16,8,722.7,0.2083,5,3,4,0
29967.75,53965.48,51,23928.4,1,651.5,0.2566,5,1,0,1
60446.98,12316.07,38,3628.25,3,802.5,0.095,9,1,28,0
60784.96,3970.67,43,6586.53,7,652.7,0.276,6,2,21,0
39816.19,10125.96,62,4581.98,5,811.8,0.2473,4,0,14,0
58766.59,36981.11,40,30114.32,6,616.1,0.1804,9,0,24,0
41619.44,17383.01,22,5990.86,7,676.6,0.2313,7,0,17,0
27426.32,7426.43,39,5999.88,1,812.0,0.0428,4,1,12,0
51477.93,8269.51,40,6486.97,7,713.5,0.3814,4,0,14,0
38380.57,9029.12,41,8581.48,9,850.0,0.4541,3,0,12,0
36339.84,17202.99,24,6653.74,8,678.5,0.2301,7,0,12,0
75847.25,34089.25,27,7482.09,3,720.6,0.11,3,1,25,0
10663.31,27908.77,36,975.04,4,850.0,0.3861,2,0,29,0
17874.99,18383.49,41,8385.81,10,578.9,0.0273,5,0,5,0
20059.63,5259.8,22,8190.12,8,569.0,0.235,6,0,22,0
30283.84,5273.49,40,15110.44,10,636.4,0.0868,4,1,1,0
31974.56,19404.81,36,17773.01,10,765.1,0.06,3,0,23,0
